url,googleSearchVolume,totalSearchVolume,session
lavish-alice/clothing/women/jumpsuits,0,0,0
beeson/health,0,0,1
twenty-eight-shoes/bags/women/handbags,0,0,0
prada/clothing/underwear/socks,20,20,1
muji/makeup/women/accessories,0,0,0
something-borrowed/clothing/dresses/shift,0,0,0
nesti-dante/skin-care,0,0,0
ma-cherie/hair-care/treatments,0,0,1
samsonite/bags,260,1590,89
le-coq-sportif/shoes/women/sneakers,0,0,0
belvita/appliances/fryers/air,0,0,1
bella/lighting/speciality-lights,0,0,0
prada/clothing/women/belts,10,10,0
oblique-creations/clothing/dresses,0,0,0
steelseries/computing/accessories/mousepads,10,110,1
bolehdeals/outdoor-garden/lawn,0,0,0
bossman/appliances/vacuum-cleaners/upright,0,0,0
le-labo/perfume/men,10,10,0
caely/clothing/maternity-wear,0,0,0
nars-cosmetics/makeup/women/face/foundations,0,0,0
prada/clothing/women/coats,10,10,0
paco-rabanne/clothing/dresses/maxi,0,0,0
stella-mccartney/kids-clothing/sunglasses,0,0,0
valentino/clothing/skirts/maxi,0,0,0
hori/home-improvement/electrical,0,0,0
lee-cooper/shoes/sneakers,10,10,0
canon/maxify/computing,0,250,0
neil-barrett/bags/men,0,0,0
primera/men,0,0,0
romwe/clothing/women/formal-wear/pants,0,0,0
sunso/security,0,0,0
wonderland/adventure/fishing/rods,0,0,0
hori/home-decor/wall-art,0,0,0
ambi-pur/housekeeping/air-fresheners,170,170,68
leegoal/bags/backpacks/travel,0,0,1
obey/clothing/men/sweatshirts,0,0,0
primo-emporio/shoes/men/sneakers,0,0,3
skagen/watches/men/analogue,0,0,0
swanicoco/skin-care/women/face,0,0,0
marni/clothing/sweaters/turtlenecks,0,0,0
hori/clothing/jackets,0,0,0
elken/supplements,0,0,157
leegoal/tv-video-dvd/accessories/remotes,0,0,0
chloe/clothing/shorts,10,10,0
philipp-plein/shoes/women/pumps,0,0,0
proenza-schouler/clothing/women/skirts/midi,0,0,0
syma/toys/outdoor-play/parachute-figures,0,0,0
sylphlike-loli/clothing/women/underwear/bras,0,0,1
romwe/clothing/men/jeans/ripped,0,0,0
hori/clothing/pants,0,0,0
lego/71007-series-12,0,0,0
ciao/pets-supplies/dogs,0,0,2
popo/clothing/sunglasses,0,0,0
puma/bags/men/sling,20,20,1
yves-saint-laurent/shoes/boots/winter,0,0,1
tansshop/clothing/tops,0,0,1
urban-armor-gear/watches/analogue,0,0,8
hori/appliances,0,0,0
new-balance/shoes/sports/basketball,110,110,79
lemaire/clothing/women/sweaters,0,0,0
watch/watches/couple,0,0,3
baume-mercier/women,0,0,0
puma/evopower/shoes/sports/football-futsal,0,0,1
ubisoft/tom-clancys/gaming/games/pcs,0,0,0
thom-browne/clothing/cardigans,30,30,0
balenciaga/clothing/women/skirts/midi,0,0,0
hori/hair-care/styling/combs,0,0,0
prada/shoes/sneakers,260,270,46
lemax/home-improvement,0,0,2
british-polo/bags/women/sling,0,0,0
ubest/bags,0,0,0
purederm/skin-care/face/masks,10,10,0
acne-studios/t,0,0,0
tibi/clothing/women/jeans,0,0,0
philips/bikinigenie/shaving-supplies/trimmers-clippers,0,0,0
hori/shoes/safety,0,0,0
proton/satria-neo,720,720,40
levis/711/clothing/jeans/skinny,20,20,1
fila/clothing/sportswear/track-jackets,10,10,0
magideal/outdoor-garden/decor/lawn-ornaments,0,0,0
purple-cane/groceries,0,170,0
armani/emporio/perfume/eau-de-toilette,0,0,0
tommy-jeans/shoes/men/sneakers/low-cut,0,0,1
rotary/watches/analogue,0,0,1
hori/shoes,0,0,0
swarovski/women,10,10,147
lg/appliances/vacuum-cleaners/upright,10,10,0
foonee/audio-hi-fi/mobile-speakers/bluetooth,0,0,0
ovye-by-cristina-lucchi/shoes/sandals,0,0,0
qing-shui/shoes/sneakers,0,0,1
mentee/shoes/boat,0,0,0
topman/clothing/men/swimwear,0,0,0
swiss-legend/watches/men/chronograph,0,0,0
hori/clothing/coats,0,0,0
lg/g/phones-tablets/smartphones,0,100,0
stella-mccartney/clothing/women/shirts/dress,0,0,0
xiaomi/medical-supplies/first-aid/mosquito-repellents,0,0,0
qnstar/computing/accessories/cables/hdmi,0,0,0
ultimate-ears/men,0,0,0
topshop/clothing/muslim/jubah,0,0,0
thom-browne/clothing/formal-wear/pants,0,0,0
armani/medical-supplies/men/first-aid/mosquito-repellents,0,0,0
lg/tone-studio,10,10,0
etro/shoes/women/sneakers,0,0,0
forever-young/clothing/women/tops,0,0,0
qnstar/computing/printers/accessories,0,0,0
bvlgari/eyecare/women,0,0,0
toys/women,140,160,0
sam/women,0,0,1
alcatel/computing,0,0,2
bossman/home-improvement/tools/drills,0,0,65
life-flo/bath-body/lotions,0,0,0
fiorucci/clothing/pants,10,10,0
seventy-sergio-tegon/clothing/women/tops/blouse,0,0,0
qnstar/home-improvement/hand-tools,0,0,1
tanamera/groceries/food-cupboard/cooking-ingredients,0,0,0
toys/women/dolls,10,10,0
tonymoly/makeup/women/accessories/sponges,0,0,0
carven/shoes/sandals,0,0,0
lining/shoes,590,1340,0
denai-boutique/women,0,0,0
tansshop/clothing/women/skirts,0,0,0
rag-bone/clothing/hats,0,0,1
scentio/skin-care/face/cleansers,0,0,0
acne-studios/shoes/men/sports/training,0,0,0
bum-equipment/clothing/men/t-shirts/round-neck,0,0,0
swiss-polo/bags/men/wallets,0,0,0
lipsy/clothing,10,20,0
diapering/men,40,50,0
chateau-de-sable/kids-clothing/men,0,0,0
ralph-lauren/clothing/dresses/casual,10,10,0
fisher-price/jewellery/women,0,0,0
alexander-mcqueen/jewellery/necklaces,10,10,0
yongnuo/home-improvement,0,0,0
nicole-miller/clothing/women/tops/blouse,0,0,0
liu-jo/clothing/women/jumpsuits,0,0,0
dolce-gabbana/jewellery/women/hair/headbands,0,0,0
ai-home/shoes/sneakers,0,0,0
ralph-lauren/clothing/men/hoodies-and-sweatshirts,0,0,0
meyer/clothing/men,0,0,0
alice-olivia/clothing/women/tops/blouse,0,0,0
blumarine/clothing/women/skirts/midi,0,0,0
tansshop/clothing/jumpsuits,0,0,2
look/clothing/men/pants,0,0,0
durex/medical-supplies/women,0,0,0
cross/clothing/women,0,0,0
ralph-lauren/perfume/eau-de-cologne,0,0,0
oxford-fajar/hobbies/women,0,0,0
armani/bath-body/women/mists,0,0,0
tonymoly/makeup/women/eyes/eyeshadows,0,0,0
polo-jeans-company/women,0,0,0
clarks/trigenic,170,190,114
louis-cuppers/shoes/men/sandals,0,0,0
elle/clothing/scarves,40,40,0
bosch/stationery,0,0,0
rasasi/perfume,50,50,1
oxford-fajar/jewellery/necklaces,0,0,0
asus/zenbook-pro/computing/accessories,0,0,0
yongnuo/camera-photo/dslrs,0,0,1
7-for-all-mankind/clothing/women/jeans/high-waist,0,0,0
louis-vuitton/bags/purses,260,260,2
felli/kitchen-dining/tableware/chopsticks,0,0,1
dolce-gabbana/clothing/formal-wear/blazers,0,0,1
raymond-weil/freelancer,10,10,1
oxford-fajar/skin-care/face,0,0,0
autumnz/feeding/bottle/sterilizers,0,0,0
dolce-gabbana/clothing/underwear/undershirt,0,0,0
sokany/hair-care/treatments/serums,0,0,0
midea/appliances/electric-kettles,40,60,95
love-bonito/women,0,0,0
fila/clothing/men/pants/sweatpants,0,0,0
dolce-gabbana/shoes/sneakers/slip-on,0,0,0
raymond-weil/watches/luxury,0,0,6
maison-margiela/bags/women/sling,0,0,0
balenciaga/clothing/women/jackets/denim,0,0,0
royal-canin/hobbies,0,0,0
ubisoft/motionsports/gaming,0,0,0
palace/clothing,70,370,68
love-earth/groceries/food-cupboard/cooking-ingredients,0,0,2
fujitsu/computing/accessories,0,80,2
secretleaf/skin-care/face,0,0,0
rcb-polo-club/men,0,0,0
prada/clothing/formal-wear/suits,0,0,0
balmain/clothing/women/dresses/evening-gown,0,0,0
thebalm/makeup/women/lips,0,0,1
clothing/women/dresses/shirtdresses,0,0,0
love-moschino/clothing/dresses,10,10,0
gecko/clothing/skirts,0,0,0
thom-browne/clothing/women/sweaters,0,0,0
real-bubee/toys,0,0,0
armani/emporio/clothing/formal-wear/jackets,0,0,0
banana-boat/skin-care/face/sun-protection,50,50,4
ubest/makeup/wigs,0,0,0
tommy-jeans/clothing/men/hats,0,0,0
goq/camera-photo/cctv,0,0,35
love-moschino/clothing/men/sportswear/track-pants,0,0,0
guess/clothing/men/polo-shirts,0,0,1
love-moschino/clothing/women/sweaters,0,0,0
rebecca-minkoff/clothing/women,0,0,0
blackbarrett/clothing/men/pants,0,0,0
bandai-namco-entertainment/groceries/bakery,0,0,0
stella-mccartney/baby-clothing,0,0,1
philips-avent/feeding/gifts/sets,0,0,1
gucci/jewellery/rings,390,390,74
loveisderma/skin-care/face,0,0,1
haustern/bathroom/shower,0,0,0
mahnaz-food/groceries/food-cupboard/sweets,0,0,1
retrosuperfuture/clothing/sunglasses/aviator,0,0,0
eutour/watches/analogue,0,0,0
bella/bathroom/holders/toothbrushes,0,0,0
esfolio/skin-care/face,0,0,0
wellness/pets-supplies,0,0,0
la-gourmet/kitchen-dining/storage/lunch-bags,0,0,56
ls2/men,0,0,0
oxford-fajar/bags/travel,0,0,0
rick-owens/clothing/men/coats,0,0,1
mezco/toys/dolls/dress-up,0,0,0
bioglan/supplements/vitamins,0,0,1
tommy-hilfiger/shoes/boots/leather,0,0,0
joyoung/appliances/cookers/multi,0,0,0
lucido-l/hair-care,0,0,1
homester/watches/chronograph,0,0,0
oxford-fajar/clothing/sweaters,0,0,0
rick-owens/clothing/sportswear/track-pants,0,0,1
creative/clothing,10,60,0
bioglo/hair-care/shampoos,0,0,1
givenchy/clothing/pants/jogger,0,0,0
andoer/camera-photo/accessories/mounts,0,0,1
luminarc/groceries,0,0,0
hp/compaq/computing/accessories/monitors,10,50,0
oxford-fajar/clothing/women/underwear,0,0,0
rick-owens/clothing/women/jackets,0,0,0
creative/shoes/loafers,10,10,0
calvin-klein/clothing/beanies,0,0,0
murad/clothing,0,0,0
calvin-klein/eyecare/women/glasses,0,0,0
luna/clothing/tops/blouse,210,210,1
invicta/angel/watches/chronograph,0,0,0
forever-21/jewellery/pendants,0,0,0
rip-curl/shoes/men/sandals,0,0,0
remax/platinum,10,10,0
chanel/skin-care/women,0,0,1
transcend/jetdrive/computing,0,0,0
asus/rog/audio-hi-fi,0,0,0
luna/clothing/women/jackets,0,0,0
jil-sander/clothing/dresses/midi,0,0,0
dsquared2/clothing/ties-bowties,0,0,0
rip-curl/watches/analogue,0,0,0
carlton-london/clothing/belts,10,10,0
clothing/women/maternity-wear/dresses,10,10,1
bella/hobbies,0,0,0
belvita/appliances/air-conditioners,0,0,1
adidas/racket-sports,0,110,99
lwd/home-improvement,0,0,0
kamdar/clothing/men/traditional/batik,0,0,0
off-white/clothing/women/jeans/skinny,0,0,0
ristos/watches/analogue,0,0,1
forever-21/clothing/pants,10,20,0
coccinelle/bags/women/wallets,0,0,1
shu-uemura/stage-performer/makeup/face,0,0,0
bikkembergs/shoes/men/sneakers,0,0,0
madewell/clothing/dresses,10,10,0
kawaii-fairyland/clothing/women/dresses,0,0,0
paco-rabanne/clothing/women/dresses/maxi,0,0,0
river-island/clothing/hoodies-and-sweatshirts,0,0,0
jean-paul-gaultier/women,10,10,0
common-projects/shoes/sneakers/low-cut,0,0,0
armani/clothing/men/sweaters,0,0,0
burberry/kids-clothing/bottoms,0,0,1
toyota/estima/cars/mpvs,0,0,30
magformers/toys/building/sets,0,0,0
kids-clothing/men/tops,0,0,0
pierre-balmain/clothing/skirts,0,0,0
rmk/women,0,0,0
harman-kardon/onyx/audio-hi-fi,0,40,0
crayola/stationery/crafts,0,0,1
salvatore-ferragamo/clothing/coats,0,0,0
jurlique/bath-body/shower/gels,0,0,0
tudor/watches/men/luxury,0,0,133
magideal/bathroom,0,0,1
king/toys,10,10,0
rondaful/home-improvement/water-pumps,0,0,0
rockbros/clothing/sportswear,0,0,1
omega/watches/luxury/pre-owned,10,10,0
crystal/bags/accessories,0,0,0
dkny/clothing/sleepwear,0,0,0
dsquared2/clothing/men/formal-wear/jackets,0,0,0
magideal/jewellery/bracelets,0,0,0
labbell/hair-care/shampoos,0,0,3
anne-klein/women,0,0,1
rockbros/computing/hardware/fans-cooling,0,0,0
jb/clothing/shirts,10,10,0
dior/clothing/women/tops,0,0,0
msi/radeon-rx/computing/hardware,0,0,0
dashing-diva/skin-care/hand,0,0,0
dr-martini/shoes/safety,90,90,90
magideal/pets-supplies/bird,0,0,0
mansur-gavriel/clothing/women/dresses,0,0,0
tom-ford/clothing/dresses/party,0,0,0
roger-vivier/shoes/flats/ballerinas,10,10,0
intel/computing/accessories/cables,0,20,0
dsquared2/clothing/t-shirts,20,20,1
banana-republic/clothing/tops/tank,0,0,0
suzuran-baby/diapering,0,0,0
jelly-bunny/shoes,390,470,172
mahnaz-food/groceries/food-cupboard/cooking-ingredients,0,0,1
marchesa-notte/jewellery,0,0,0
nars-cosmetics/makeup/women/face,0,0,1
roger-vivier/shoes/women/boots/leather,0,0,0
casio/pro-trek/phones-tablets,0,40,0
diesel/shoes/women/boots/leather,0,0,0
estee-lauder/bronze-goddess/makeup,0,0,0
vococal/makeup/accessories/brushes/sets,0,0,0
maison-margiela/bags/men/waist,0,0,0
missguided/jewellery,0,0,2
prada/clothing/men/swimwear/trunks,0,0,0
romoss/computing,0,0,0
victsing/computing,0,10,1
dkny/bags/women/backpacks,0,0,0
electronic-arts/star-wars,0,0,0
off-white/bags/men/accessories,0,0,0
make-up-store/makeup/eyes/eyeliners/pencils,0,0,0
missha/skin-care/face/serums,0,10,1
versace/clothing/women/shorts/denim,0,0,0
romwe/clothing/women/jeans/skinny,0,0,0
walkera/phones-tablets/accessories,0,40,0
jm-concept/living-room/sofas-sectionals/sofas,0,0,0
electronic-arts/spore,0,0,0
philips/easyspeed-plus-cordless/appliances/irons/steam,0,0,1
mr-diy/car-care,0,0,29
makeup/men/eyes/mascaras,0,0,0
moncler/women,20,20,2
thinch/skin-care/face,0,0,0
romwe/jewellery/women/necklaces,0,0,0
sennheiser/momentum/audio-hi-fi/headphones/on-ear,10,20,0
kids-clothing/men/hoodies,0,0,0
electronic-arts/battlefield-3/gaming/games,0,0,0
pureology/hair-care/treatments/serums,0,0,0
tefal/appliances/fryers/air,1300,1300,121
makeup/women/eyes/eyebrows/mascaras,0,0,0
neil-barrett/clothing/men,0,0,0
gucci/marmont/bags/bucket-bags,0,0,0
rondaful/clothing/sportswear/accessories/goggles,0,0,4
sennheiser/urbanite/audio-hi-fi,0,120,1
kluang-coffee/groceries/food-cupboard/cooking-ingredients,0,0,0
electronic-arts/dead-space-3/gaming,0,0,0
sony/remax/computing/accessories,0,0,0
makeup/women/lips/tints,0,0,4
niceeshop/bags/sling/shoulder,0,0,1
yamaha/keyboard/hobbies/musical-instruments/keyboards/digital-pianos,0,0,0
rondaful/kitchen-dining/chairs,0,0,0
sennheiser/urbanite,20,170,0
lanacaprina/clothing/women/pants,0,0,0
electronic-arts/need-for-speed-most-wanted/computing/software/games,0,0,0
rubies-costume-co-inc/toys/women/dolls/dress-up,0,0,0
mango/clothing/jumpsuits/jumper-shorts,0,0,0
gte/housekeeping/garment-care,0,0,1
rondaful/kitchen-dining/tea-pots,0,0,0
sennheiser/pc/audio-hi-fi/headphones/on-ear,0,70,0
oxford-fajar/bedroom/pillows/cases,0,0,0
brunello-cucinelli/clothing/scarves,0,0,0
miu-miu/shoes/women/high-heels/slingback,0,0,0
panasonic/appliances/fans/wall-mounted,90,140,95
mango/clothing/skirts/midi,10,10,0
madewell/clothing/women/swimwear,0,0,0
rondaful/tv-video-dvd,0,0,0
sennheiser/pxc/audio-hi-fi,0,630,0
sanwa/home-improvement/electrical/amp-meters,0,0,0
supre/clothing/tops,0,0,0
ubest/audio-hi-fi/headphones/on-ear,0,0,0
manjianghong/bags/backpacks,0,0,0
oasis/clothing,90,120,2
marc-jacobs/kids-clothing/women/tops,0,0,0
ronella/bath-body,0,0,0
sennheiser/audio-hi-fi/headphones/in-ear/noise-cancelling,0,90,0
sebamed-baby/health/skin-care/lotions,0,0,0
casadei/shoes/flats,0,0,0
christophe-robin/hair-care/treatments/serums,0,0,0
hp/bags/laptop,170,170,83
manjianghong/bags/travel,0,0,0
pearson-education/hobbies/books/business,0,0,1
rosken/skin-care/face/serums,0,0,0
speedy/hobbies/movies,10,10,0
nuforce/audio-hi-fi/headphones/in-ear,0,0,3
fos/kids-clothing/tops,0,0,0
reolink/camera-photo/cctv,10,10,72
marc-jacobs/shoes/flats/ballerinas,0,0,0
paradox/gaming/games/pcs,0,0,0
darphin/skin-care/face/serums,0,0,0
rotring/stationery/writing-utensils,0,0,2
pixi/overnight-glow/skin-care,0,630,0
spirit/jewellery,0,0,0
suecomma-bonnie/shoes/women/sneakers/low-cut,0,0,0
marc-jacobs/women,10,10,2
pigeon/health/skin-care/powders,30,30,0
dsquared2/shoes/pumps,0,0,0
rubi/jewellery/women/hair/headbands,0,0,0
pixi/rose-cream/skin-care/face,0,40,0
diesel/perfume/eau-de-parfum,0,0,0
toys/women/crafts/glue,0,0,0
marchesa-notte/clothing/women/dresses/midi,0,0,1
pinko/clothing/skirts/maxi,0,0,0
spigen/car-accessories,0,0,0
rubi/shoes/women,0,0,0
pixi/h2o/makeup,0,30,0
marc-jacobs/le-marc-lip-creme/makeup/lips/lipsticks,0,0,0
romwe/clothing/women/jumpsuits,0,0,0
marmot/clothing/women,0,0,0
mango/clothing/men/pants,0,0,0
sacai/clothing/men/coats,0,0,0
nixon/women,10,10,0
beats-by-dr-dre/powerbeats2/audio-hi-fi/headphones,0,0,0
spovan/phones-tablets,0,0,0
line-seven/shoes,90,110,42
marni/clothing/women/shorts,0,0,0
proud-mary/skin-care,0,0,0
monroll/clothing/pants,0,0,0
sacai/clothing/men/pants,0,0,0
sophia-webster/shoes/flats,10,10,0
bluedio/audio-hi-fi/headphones/in-ear/wireless,0,0,1
swiss-polo/bags/women/purses,0,0,0
louis-vuitton/jewellery,40,460,69
marni/kids-clothing/dresses,0,0,0
puma/clothing/underwear,20,90,1
moschino/clothing/women/underwear/thongs,0,0,0
sades/computing/accessories/keyboards/mechanicals,0,0,1
pilot/stationery/writing-utensils/pens/gel,210,210,0
ubisoft/tom-clancys/gaming/games,0,0,0
the-ordinary/hair-care/treatments,0,0,0
panerai/watches,1300,1320,119
martucci/shoes/formal,0,0,0
puma/clyde/chinese-new-year/shoes,0,0,0
tomorrowland/clothing/women,0,0,0
salvatore-ferragamo/bath-body/women/mists,0,0,1
elegant/clothing/sweaters,10,10,0
lucien-piccard/watches/women,0,0,1
thermaltake/tt-esports/audio-hi-fi/headphones,0,0,0
shoes/men/boots,880,1650,71
marumi/camera-photo/accessories,0,0,1
pusat-pakaian-hari-hari/kids-clothing/pants,0,0,3
henry-cottons/clothing/cardigans,0,0,0
salvatore-ferragamo/clothing/tops/blouse,10,10,0
elegant/clothing/dresses/party,40,40,0
sensonic/audio-hi-fi/headphones/in-ear,0,0,0
lanacaprina/clothing/women,0,0,0
alpina/watches,170,170,62
master-lock/security,0,0,0
revlon/skin-care/face,0,0,1
victoria-beckham/clothing/dresses/shirtdresses,0,0,0
salvatore-ferragamo/shoes/women/flats/ballerinas,0,0,0
jabra/computing,0,20,0
microsoft/surface-pro/my-computing/laptops/2-in-1,0,0,0
reebok/clothing/women/underwear/bras,0,0,0
fendi/bags/wallets/card-holders,390,390,21
mattel/toys/dolls/dress-up/costumes,0,0,0
rondaful/toys/learning,0,0,0
3m/phones-tablets/accessories/cable-chargers,0,0,0
samsung/audio-hi-fi/mobile-speakers/wifi,0,10,0
razer/mano-war/audio-hi-fi/headphones/on-ear/wireless,0,10,0
wrangler/clothing/men/pants,0,0,0
romwe/clothing/hats,0,0,0
medical-supplies/men/personal-pleasure/condoms,70,70,64
max/home-office,0,0,0
roxy/kids-clothing,0,10,1
acne-studios/clothing/men/formal-wear,0,0,0
samsung/computing/accessories/cables/adapters,90,90,0
razer/mano-war/audio-hi-fi/headphones,0,30,0
dior/diorshow/makeup/eyes/eyebrow-pencils,0,0,0
gucci/embroidered/shoes/kids-and-baby,0,0,0
maymom/feeding,0,10,0
sacai/women,0,0,1
givenchy/clothing/women/jackets/bombers,0,0,0
sapphire-technology/computing,0,0,0
razer/gaming/accessories,10,100,0
dior/diorsnow/health/skin-care,0,0,0
vococal/clothing/sweaters,0,0,0
mazda/2,9900,9900,1
satinni/clothing/tops,0,0,0
kingnuos/watches/analogue,0,0,0
secretleaf/skin-care/face/cleansers,0,0,0
razer/computing/accessories/keyboards/gaming,90,90,0
jbl/boost-tv/audio-hi-fi/speakers,0,0,0
marni/shoes/women/kids-and-baby,0,0,0
mdmmd/skin-care/face/serums,0,0,3
shine/medical-supplies/blood-pressure,0,0,1
moist-diane/hair-care/women/shampoos,0,0,0
self-portrait/clothing/dresses/laces,10,10,0
razer/phones-tablets/smartwatches,0,70,1
vincci/structured/bags/handbags,0,0,0
jimmy-choo/shoes/women/kids-and-baby,0,0,0
medical-supplies/women/lumbar-support,10,10,0
shiseido/makeup/women/accessories,0,0,3
nichii/clothing/women/pants/culottes,0,0,0
self-portrait/clothing/sunglasses,0,0,0
chiara-ferragni/clothing,0,30,0
vincci/structured,0,0,0
acne-studios/shoes/women/kids-and-baby,0,0,0
medisana/medical-supplies/blood-glucose/monitors,0,0,0
skip-hop/toys,10,10,0
loewe/clothing/men/shirts,0,0,0
sellincost/kitchen-dining,0,0,0
glade/perfume,90,90,0
fila/clothing/women/pants/sweatpants,0,0,0
giuseppe-zanotti/shoes/men/kids-and-baby,0,0,0
mengs/camera-photo/lenses/caps,0,0,0
so-natural/skin-care/face,0,0,0
love-moschino/clothing/men/sweaters,0,0,0
sencan/home-improvement/tools/saws,0,0,0
petzl/adventure,0,210,0
hudabeauty/makeup/lips,0,0,1
lanvin/shoes/kids-and-baby,0,0,0
wiwu/phones-tablets/accessories/stylus-pens,40,40,42
mermaid/clothing,10,20,0
stone-island/clothing/men/jackets,10,10,0
mango/clothing/women/formal-wear,0,0,0
senka/bath-body,0,0,1
aldo/shoes/boots/chukka-boots,10,10,0
ubisoft/computing/software,0,0,0
orbis/makeup/women/face,0,0,0
gte/bags/travel/luggage/sets,0,0,0
cr2/bags,260,410,93
method/bath-body/shower,0,0,1
systema/dental-care/toothbrushes/manual,0,0,0
marc-jacobs/clothing/women/shirts,0,0,0
sennheiser/pxc,10,850,0
avantree/computing/accessories/cables/adapters,0,10,0
vans/era/shoes/sneakers,10,10,2
diane-von-furstenberg/clothing/women/tops/sleeveless,0,0,0
gucci/baby-clothing,30,70,37
michael-kors/clothing/jackets/denim,10,10,0
tag-heuer/watches/chronograph,70,70,5
martucci/shoes/boots/winter,0,0,1
sensonic/computing,0,10,0
avantree/tv-video-dvd/accessories,0,40,0
wandler/bags/sling/shoulder,0,0,0
sun/clothing/men/polo-shirts,0,0,0
michael-kors/phones-tablets/women/smartwatches,30,30,0
the-north-face/clothing/men/shirts,0,0,2
saucony/clothing,0,0,2
seoul-homme/clothing/shirts/plaid,0,0,0
avantree/audio-hi-fi/headphones/on-ear/foldable,0,20,0
worx/outdoor-garden/gardening,10,10,0
yves-saint-laurent/clothing/women/shorts/hot-pants,0,0,0
palm-angels/clothing/men/jackets/bombers,0,0,0
proton/exora,6600,6610,58
michael-kors/shoes/women/boots/leather,0,0,1
tods/shoes/kids-and-baby,0,0,0
clothing/women/dresses/print,0,0,0
sephora/collection/makeup,10,50,0
golden-goose/clothing/jackets,10,10,0
xerjoff/perfume/eau-de-parfum,0,0,4
moschino/shoes/boots/leather,0,0,0
common-projects/shoes/kids-and-baby,0,0,0
micron/computing,10,130,0
under-armour/clothing/women/pants/leggings,10,10,0
logitech/men,0,0,0
